id,id_str,screen_name,age,in_out_ratio,favorites_ratio,status_ratio,account_rep,avg_tpd,hashtags_ratio,user_mentions_ratio,description,std_deviation_friends,std_deviation_followers,bot
174744823,174744823,"""ICBCArgentina""",255819120.8,11.77108434,0.1209104304,3.069030952,0.9216981132,17.54385965,0.095,1.122,Cuenta oficial de ICBC Argentina  Respondemos tus consultas por este medio de lunes a viernes de    a    hs    Seguinos y enterate de todas las novedades,1.06E+17,4.19E+17,0
68208905,68208905,ReggieEvans30,285712332.7,191.8645161,0.2803267162,3.741318374,0.994815013,1.858736059,0.408,0.993,never depend on nobody but myself,2.11E+17,4.05E+17,0
713390006,713390006,"""notquitefrodo""",193687879,17.46145494,11.61142355,12.50447272,0.9458330883,6.25,0.017,1.38,Award winning spooky story boy  Lead Skins Writer  RiotGames  The Tingler  Nightmare Creatures  Dream Daddy    more,1.15E+17,3.38E+17,0
20566864,20566864,DJPROSTYLE,302455109.7,808.5136418,0.7167265259,24.41669314,0.9987646904,4.132231405,0.356,0.855,Music Director for Power       New York          On Air Personality for Power            Husband  Dad   Party Animal,310544191.1,4.54E+17,0
23151437,23151437,KevinHart4real,300385881.7,62136.93153,0.02617433268,10.76254044,0.9999839068,7.751937984,0.866,0.712,My name is Kevin Hart and I WORK HARD    That pretty much sums me up    Everybody Wants To Be Famous But Nobody Wants To Do The Work,8.31E+16,4.33E+17,0
1483560710,1483560710,Efr1m,166392233,0.7837837838,0.8713099008,0.6132401626,0.4393939394,2.409638554,1.012,0.887,,1.77E+17,1.79E+17,0
2184928249,2184928249,WillRowan3,152752541.2,0.1489971347,1.669712321,0.1210428308,0.1296758105,1.702479339,0.1165048544,0.859223301,Help,2.29E+17,3.24E+17,0
8441632,8441632,burtherman,348643761.3,4.94070937,0.2837509543,1.649720614,0.8316699341,2.341920375,0.425,1.183,Entrepreneurial journalist finding meaning in the noise  Innovation  LenfestInst  Co founder  Storify   HacksHackers for journalists and technologists,6.53E+16,1.81E+17,0
27760317,27760317,thebeatles,298326783.6,10.22565469,0.007240382422,0.87319012,0.9109183359,2.415458937,0.906,0.985,,7.77853E+15,4.90E+17,0
3393521,3393521,myspacetom,361123863.3,640.9073034,0.04880763026,0.5383194514,0.9984421427,1.904761905,0.138,0.417,Enjoying being retired   New Hobby  Photography,1.02E+17,3.97E+17,0
1352171946,1352171946,jborrel00,170830737.1,0.4456289979,0.1148083789,0.1992709308,0.308259587,1.754464286,1.727735369,0.9669211196,Unencumbered by time and space,2.41E+17,3.37E+17,0
5500542,5500542,DrowningPool,359271575.8,167.8345455,0.9424669882,0.944390881,0.9940770415,2.409638554,0.085,0.34,Drowning Pool is a metal band from Dallas  TX  New album HELLELUJAH out now  https   t co HyDv n yZX,6.55E+16,4.24E+17,0
297856522,297856522,e_kaspersky,231530620.6,23.09328407,0.4578780971,2.730475987,0.9584946578,3.25732899,0.528,0.725,CEO of  Kaspersky Lab  Almost    years in  cybersecurity  Views are my own,1.49E+17,4.70E+17,0
1636590253,1636590253,tim_cook,161491558.7,185572.4576,0.6751857552,0.3194024531,0.9999946113,1.286637931,0.4438860972,0.4941373534,Apple CEO   Auburn   Duke   National Parks     Life s most persistent and urgent question is   What are you doing for others      MLK,1.06E+17,4.63E+17,0
1570088598,1570088598,"""eh_services""",163786089,0.4480151229,0.0152980025,0.1134162255,0.3093994778,1.592592593,0.3813953488,0.6558139535,Electrical retailer in Belfast selling everything from TV s  washing machines  batteries and many more  if you need it we have it  delivery service available,1.36E+17,2.88E+17,0
563066753,563066753,"""rrr_yaga""",201426109.8,6.76300578,0.9024927312,0.2779540351,0.8711839166,1.827586207,1.356918239,0.7405660377,A little bit of art  A little bit of this   that,1.74E+17,3.19E+17,0
807095,807095,nytimes,363934823.1,48031.70103,4.095476183,79.02600075,0.9999791809,100,0.011,0.285,Where the conversation begins  Follow for breaking news  special reports  RTs of our journalists and more  Visit https   t co ghL OoYKMM to share news tips,4.22E+16,4.68E+17,0
2395608518,2395608518,"""ulat_bulu_bulu""",141686643.2,211.5678466,1.663524484,7.635260289,0.9952956197,13.33333333,0.011,0.596,We do not own content posted  DM for credit   removal  PAID REVIEW RT UNAVAILABLE,6.63E+16,4.88E+17,0
50982086,50982086,PSOE,290801220.5,45.80279639,1.48733351,25.84769344,0.9786337553,28.57142857,0.731,1.407,Un gobierno por la igualdad  Por la justicia social  Para devolver la dignidad a las instituciones  Hacemos un pa s mejor   somoslaizquierda,7.26E+16,4.88E+17,0
2181316677,2181316677,Waxmice,152332561.4,0.4290123457,3.594220403,1.761661444,0.3002159827,2.298850575,0.028,0.293,MAX WEISS BUFFALO NY    WITH NO HATE,2.37E+17,3.18E+17,0
23176276,23176276,"""MeghanMcCain""",300391871.2,990.0337268,5.129779291,6.543165074,0.9989909526,6.622516556,0.111,1.359,Co host of  TheView   ABCPolitics analyst  Blonde Republican  Rabble rouser  Mrs  Domenech   FuckCancer,8.95E+16,4.74E+17,0
20823773,20823773,30SECONDSTOMARS,302229940.2,53818.51351,6.291538154,8.920731011,0.9999814194,5.747126437,0.724,1.204,NEW ALBUM  AMERICA AVAILABLE NOW  https   t co lzC  ZkiTe  Provehito In Altum,1.44E+17,4.80E+17,0
58233603,58233603,iansomerhalder,288787158.7,10071.38207,0.03021741007,2.91702721,0.9999007186,2.69541779,0.282,0.403,,9.42E+16,3.71E+17,0
20862931,20862931,_pahh,302168737.1,6.285714286,0.001429664776,0.6399179539,0.862745098,3.355704698,0.002,0.297,,26642054.27,126431859.8,0
93110353,93110353,"""itsfreedomlayag""",277426314.5,1.179271709,3.353833257,11.82515078,0.5411311054,7.092198582,0.086,0.765,Hand of the King,2.44E+17,3.56E+17,0
54516335,54516335,"""GrahamMcNeill""",289843845.1,127.2923077,5.154599021,3.437591713,0.9922053004,14.49275362,0.095,1.115,Scottish  award winning  NY Times Best Selling author and screenwriter of SF  Fantasy and Horror  Senior Writer at Riot Games  All opinions mine and mine alone,2.00E+17,3.28E+17,0
20172395,20172395,beastieboys,302947179.3,16.44159727,0.002851982322,0.06759198104,0.9426658015,1.221649485,0.1139240506,0.4345991561,,45921175.02,4.58E+17,0
972651,972651,mashable,363143266.3,3546.162523,0.207468531,73.70438526,0.9997180845,111.1111111,0.051,0.095,Mashable is for superfans  We re not for the casually curious  Obsess with us,3.47E+16,4.92E+17,0
100365676,100365676,malco_sugastti,274670847.8,0.7267759563,0.0009436749551,0.595773455,0.4208860759,3.012048193,0.136,0.376,,8.51E+16,1.21E+17,0
70883994,70883994,kv_karthik,284943366.5,0.8787401575,0.09975877082,0.5203223427,0.4677284158,2.941176471,0.892,1.005,Founding Team   LoopReality   Learning Enthusiast   Inquisitive about Human Mind   Dog Person,2.18E+17,2.72E+17,0
17220934,17220934,algore,310796361.1,92762.87879,0.0002779955328,0.6924868722,0.9999892199,1.712328767,0.714,0.851,,2.45E+17,4.92E+17,0
3004231,3004231,SnoopDogg,361528693.6,6363.920396,0.591488321,9.79289573,0.9998428888,3.50877193,0.579,0.948,From Crook to Cook  Pre order Snoop s new cookbook today,5.83E+16,4.67E+17,0
38592915,38592915,"""Phil_Coutinho""",295058905,10265.95349,0.009077509454,0.2477281612,0.9999026001,3.502074689,0.05805687204,0.4739336493,Jogador do Barcelona  Conta oficial  Barcelona player  Official account,500187100.5,4.05E+17,0
1339835893,1339835893,HillaryClinton,171280938.6,29780.89567,0.5785862734,5.187099084,0.9999664226,3.787878788,0.099,0.645,Democratic Nominee  SecState  Senator  hair icon  Mom  Wife  Grandma x   lawyer  advocate  fan of walks in the woods   standing up for our democracy,1.55E+17,4.37E+17,0
18118234,18118234,JBARsodmg,307536868.2,2.174761172,6.281299578,29.00332065,0.6850156765,6.024096386,0.823,0.661,The Artist   Songwriter   Booking Feature Inquires  toketeam icloud com    Instagram Jbarfromthe  s    toke  toketeam  jbar  daze,9.83E+16,4.08E+17,0
46027637,46027637,aneesh_k,292207033.3,0.5,0,0.0002956807679,0.3333333333,1,0,0,,7043963.503,104709255,0
631289812,631289812,Leander,194955631.6,4139.916399,0.1901232588,0.8376059653,0.9997585076,1.937984496,0.511,1.265,Professional Tennis Player      Time Grand Slam Champion    Time Olympian  Singles Olympic Medal Winner  inquiries brandleander com,1.08E+17,3.67E+17,0
9917652,9917652,EaterNY,342702463.4,2216.284264,0.1280737803,10.11934132,0.9995489978,13.88888889,0.001,0.073,Food news and dining guides for New York City,9.68E+16,4.80E+17,0
3345625540,3345625540,"""MoixaTechnology""",101567609.9,1.4160852,0.807280983,1.641783243,0.5861073111,3.436426117,1.732,0.947,We re the UK s leading home battery company and platform for managing storage services  Get in touch at enquiries moixa com,2.21E+17,3.48E+17,0
120921934,120921934,"""RiotJaredan""",268801285.2,1.199359854,6.030614023,4.351479194,0.5453222453,10.1010101,0.241,0.991,Proud husband  father of THREE dynamos of awesome  Narrative Lead  Riot Games  Views expressed on this twitter feed are mine alone,1.28E+17,1.66E+17,0
960411667,960411667,"""LipComarella""",183394872.1,7.335311573,0.4155230685,0.1922147528,0.8800284799,1.658536585,0.2769607843,0.7745098039,Director for Passion Pictures   looking for truth in color and shape   indiegame artist for Old Man s Journey and ELOH,2.23E+17,3.65E+17,0
1619096238,1619096238,"""yummertime""",162095052,32.79411765,4.638345161,1.40397623,0.9704090513,2.092050209,0.324,0.67,oh  hi       we re Brock Chris  Find us at https   t co vOLkvfylZk and on YouTube,892705634.4,2.80E+17,0
12925,12925,Janina,372976825.3,159.0728709,2.252099174,2.915544147,0.9937528452,2.93255132,0.181,1.123,Actor  Musician  Geek  Luna  True Blood  Shiva  The League  Iden Versio   starwars Battlefront II,1.12E+17,4.42E+17,0
487963726,487963726,tbrady14,207982009.2,147.2929155,0.9396812768,1.704470503,0.9932565895,1.739130435,0.352,1.558,Joueur de rugby professionnel pour  USCXV   Previously   SaleSharksRugby    LeicesterTigers,1.69E+17,4.62E+17,0
6249572,6249572,robinthicke,356929018.1,10676.80583,0.09004815627,0.6293688341,0.9999063478,2.369668246,0.768,1.117,Hello I m Robin Thicke  I love you all,1.30E+17,4.52E+17,0
2415460153,2415460153,"""Narutogame_Info""",140824241,1467.4,0,0.43437976,0.9993189867,2.002840909,2.44964539,0.1971631206,PS      NARUTO TO BORUTO,3.23E+17,4.16E+17,0
2601769076,2601769076,"""AmishFarmHouse""",132416165.3,0.9444444444,0.05807145964,0.1481148465,0.4857142857,1.375757576,0.6696035242,0.4977973568,Lancaster s authentic Amish experience  Learn about the Amish way of life   guided bus tours  farmhouse tours    room schoolhouse  Open year round,7.78E+16,3.59E+17,0
2516059411,2516059411,TheMrJuanBrown,136032370.3,1.14614561,0.01397314474,2.274446878,0.5340483911,1.633986928,1.681,0.025,Good things come to people who wait  but better things come to those who go out and get them     Anonymous,3.87E+17,4.00E+17,0
739327418,739327418,LarryNoble_DC,192611508.5,8.78,0.03364284954,0.3243170696,0.8977505112,1.858611825,0.1244813278,0.5034578147,Democracy and ethics advocate  CNN contributor  Formerly Gen Counsel FEC  Gen Counsel CLC  Adj Prof GW Law  Counsel Skadden  Arps  Exec Dir CRP,1.30E+17,3.39E+17,0
2400631,2400631,yayitsrob,361848442.3,11.73728306,10.29402469,0.1766927601,0.9214903214,6.273584906,0.007518796992,0.837593985,Staff writer at  TheAtlantic  covering Trump  the environment  climate change  leviathans     DM for Signal  email,1.20E+17,3.35E+17,0
183387449,183387449,XabiAlonso,253957183.7,21986.58679,0.2677490709,0.2068506164,0.9999545198,1.313043478,0.261589404,0.6407284768,Cuenta oficial de Xabi Alonso,1.04E+17,3.03E+17,0
50883510,50883510,Juh_Honda,290833684.7,0.406185567,0.9120264054,0.5525632293,0.288856305,4.149377593,0.39,0.86,J Rox Vocalist  Psychology student      check J Rox  album  Yume no Mukae      https   t co Hv iR UII,1.52E+17,2.70E+17,0
1501471,1501471,LanceUlanoff,362503565.5,11.24847346,6.228365773,15.93104992,0.918357173,17.85714286,0.366,0.553,Tech and social media expert  influencer  talking head  cartoonist  and robotics fan  Ex   Mashable   PCMag   Sign up for LanceList  https   t co  OG  CQOlZ,8.30E+16,4.22E+17,0
79758113,79758113,tonyparker,282146406.1,17140.89764,0.03950289551,0.7444305347,0.9999416634,1.805054152,0.821,1.202,Twitter officiel de Tony Parker,1.19E+17,4.53E+17,0
2223415243,2223415243,statementartist,150983470.8,0.72319202,2.267246859,14.49962164,0.4196816208,17.24137931,0,0.132,The artist makes artist statements out of everyone s tweets  Follow me and I might make one from yours     by  ibogost,2.52E+17,3.10E+17,0
469973314,469973314,"""miel""",209688899.5,153.1995968,19.24263234,2.487479314,0.9935148987,4,0.007,1.177,male comedian     punchupthejam host,8.81E+16,4.47E+17,0
4681944553,4681944553,Miv4t_,85269817.51,1,0.07802057275,0.4438053359,1,1.634328358,0.08447488584,0.303652968,Department of History  Bank Clerk,0,4.54E+17,0
14872237,14872237,realmadrid,327200860.1,573599.0741,0.005809275683,16.79567223,0.9999982566,12.65822785,1.346,1.101,Cuenta oficial del Real Madrid C F    realmadriden       realmadridarab             realmadridfra       realmadridjapan,1.59E+17,3.14E+17,0
25215221,25215221,PepeAguilar,301253350.6,2171.328431,0.3702611101,9.888638896,0.9995396645,2.873563218,1.29,0.225,Hago m sica y shows   lo  ltimo   dentro y fuera del escenario,7.75E+16,4.35E+17,0
62902439,62902439,ReggieBush,289272926.2,6805.71831,0.05017821816,2.125107275,0.9998530863,4.255319149,0.135,0.748,I can do all things through Christ who strengthens me,5.54E+16,4.81E+17,0
14260960,14260960,JustinTrudeau,331776221,4525.797706,0.01796873803,5.277079818,0.9997790933,11.9047619,0.335,0.938,Account run by the   rd Prime Minister of Canada and staff  Compte g r  par le   e premier ministre du Canada et personnel,6.20E+16,4.92E+17,0
20265966,20265966,Stroke9,304733936.5,157.907441,0.8205243002,1.012754941,0.9937070285,1.805054152,0.174,1.1,Band  Backpacks  Beers,1.04E+17,1.68E+17,0
3030922321,3030922321,DJ44,114317581.9,47.51120448,2.122256227,2.82816339,0.9793862055,7.407407407,0.411,0.94,U S  Chief Data Scientist  OSTP   This is an archive of an Obama Administration account  maintained by the National Archives and Records Administration  NARA,9.95E+16,3.34E+17,0
813286,813286,BarackObama,365552941,165.6821057,0.002599897015,3.670345522,0.9940005558,3.048780488,0.552,0.308,Dad  husband  President  citizen,3.17E+16,4.55E+17,0
38669096,38669096,Janea00,296898896.8,0.3177189409,0.2942092441,0.3605591033,0.2411128284,2.617801047,0.225,0.913,,2.05E+17,2.31E+17,0
21323673,21323673,EmilyOsment,303618932,11005.48889,0.7228007771,2.400040061,0.9999091445,2.793296089,0.116,0.746,with reckless abandon,8.71E+16,4.67E+17,0
50374439,50374439,tomhanks,292825475,611919.68,0,0.2546335834,0.9999983658,1.383627608,0.0788863109,0.1635730858,I m that actor in some of the movies you liked and some you didn t  Sometimes I m in pretty good shape  other times I m not  Hey  you gotta live  you know,1.82E+17,4.85E+17,0
236901430,236901430,krishnasaini16,243923479.2,0.1707317073,0.01062628333,0.1696663238,0.1458333333,2.569892473,0.129707113,0.7112970711,my humble learning attitude    is the best,1.75E+17,4.32E+17,0
3183805537,3183805537,KCucchia,108058520.3,0.7079365079,5.189188216,2.026102148,0.4144981413,6.993006993,0.953,1.426,Entrepreneur  Altcoin  Investor  ICO  Advisor  Loligo co  FairCoinTeam  HelixHills  Build X,4.18E+17,4.52E+17,0
427036400,427036400,LarsLuv,215813272.9,11.70385233,0.1213048653,0.4676042333,0.9212837198,3.012048193,0.323,1.522,Glidesf    years   Investor  Accepted     B offer for labor of luv  SuccessFactors  GP Luv Ventures  Board partner a  z,6.88E+16,2.43E+17,0
19278408,19278408,LiquidNewsroom,306170829.8,2.472576394,0.6309889161,17.73456996,0.7120293735,5.347593583,0.172,0.429,Curated media   journalism news  no bot   SteffenKonrath https   t co  tl IUcbOs    PGP Public Key  https   t co wz S v QCn   IMPRESSUM https   t co dkfqQkPJza,1.85E+16,2.67E+17,0
2480079168,2480079168,SavedYouAClick,139297433.7,791.2611276,2.36627475,3.238974245,0.9987377899,2.645502646,0.015,0.528,Don t click on that     by  jakebeckman,6.14E+16,4.56E+17,0
61374526,61374526,taychilders,289770204.6,0.6809269162,1.226660279,1.449391253,0.4050901379,1.620745543,0.38,0.728,Design   type by day  Making WAX BBY candles by night,1.36E+17,2.22E+17,0
14817982,14817982,AubreyODay,327606813.2,63.63104173,0.7260508341,9.282004761,0.9845275587,4.081632653,0.217,1.454,White Lightning  https   t co  pa U H FK Tender Green Life  https   t co n rVF tYJ  Remix Album  https   t co  Oa GNg CU BookingAubreyODay gmail com,9.31E+16,4.23E+17,0
2513859613,2513859613,GenerateACat,137983241.5,414,0,7.444451871,0.9975903614,9.090909091,0,0.579,Yet another procedural cat generating bot  FOLLOW and TWEET AT ME to generate a cat  Generator by  mousefountain  Consciousness by  bzgeb,242584530.5,2.67E+17,0
2513859613,2513859613,GenerateACat,136229275.3,415.5,0,7.540299967,0.9975990396,9.090909091,0,0.576,Yet another procedural cat generating bot  FOLLOW and TWEET AT ME to generate a cat  Generator by  mousefountain  Consciousness by  bzgeb,242584530.5,2.67E+17,0
29952857,29952857,MsLaurenLondon,299425802.9,11567.06912,0.001154209145,1.112946168,0.9999135552,2.450980392,0.451,0.407,What lies behind us  and what lies before us are small matters compared to what lies within us    Ralph Waldo Emerson https   t co hLbEE y VQ,277922971.6,4.69E+17,0
55151551,55151551,abhishek_shetty,291579046.2,1.266144814,0.09867375717,1.617301401,0.5587219344,2.96735905,0.044,0.825,Cricket fanatic  WWE fan  wannabe coder who is currently trapped in Jamshedpur,2.11E+17,3.69E+17,0
50062315,50062315,jeslyncat,292913507.6,1.27037037,1.710517224,2.360920825,0.55954323,2.624671916,0.129,0.505,Too much television watching got me chasing dreams,1.80E+17,1.80E+17,0
248168058,248168058,busaao,241699882.1,0.258698941,0,0.507962184,0.2055288462,125,0.001,0.759,quer ir no Planeta Terra e   tem ingressos  o onibus mudou  mas suas chances continuam as mesmas Siga o novo bus o  http   t co  kD W ocdA,123602336.4,212830249.4,0
166739404,166739404,EmmaWatson,259551994.7,73922.49742,0.3312168728,0.5522500421,0.9999864725,2.444987775,0.585,1.144,,1.25E+17,3.90E+17,0
23004495,23004495,amaditalks,302394742.4,5.522734116,0.5082945517,109.4881893,0.8466900563,125,0.023,1.037,Comfort the afflicted  afflict the comfortable and be better humans   Get your preposition right  https   t co GkXVKBGrjs,1.79E+17,3.60E+17,0
101798589,101798589,Maisie_Williams,276072852.3,2077.6907,0.6691103397,1.046228188,0.9995189279,2.352941176,0.256,0.988,daisieapp,1.17E+17,4.84E+17,0
751067894,751067894,gaGunNarang,194017691.1,245.7858243,1.072776399,0.3241931169,0.9959479034,1.794554455,0.5710344828,1.486896552,Shooter Breathe Eat Sleep Shooting Sport  In pursuit of Excellence,1.68E+17,4.05E+17,0
17998052,17998052,Eve6,309848224.4,379.96,0.5721924027,0.5434712441,0.9973750525,1.992031873,0.407,1.765,https   t co  p lMa faA  maxcollinsmusic  jonsiebels  benhilzinger,1.46E+17,2.29E+17,0
77525682,77525682,arthchan2003,284714009.4,8.255868545,0.5489635031,1.261189784,0.8919604362,2.816901408,0.132,0.842,co admin of FB https   t co glAQRLwHJb  principal speech architect at Voci     deeplearning  artificialintelligence  aidl,2.39E+17,2.31E+17,0
55117855,55117855,amyschumer,291592668.2,2335.231151,3.722760269,2.802440833,0.9995719602,3.236245955,0.476,1.254,On tour   tickets on sale here  https   t co u LfstdCwR,3.73E+16,4.87E+17,0
295218901,295218901,VitalikButerin,233830188.9,5185.675159,1.343498038,2.899827448,0.9998071983,10.75268817,0.022,2.339,See https   t co iBNSW KCSO  Not giving away ETH   For inquiries about me advising your ICO  please email  noreply buterin com,2.65E+17,4.82E+17,0
21447363,21447363,katyperry,303525066.1,496054.9444,1.721310225,2.637900093,0.9999979841,3.333333333,0.621,0.726,Love  Light,1.50E+17,3.44E+17,0
888010524,888010524,lucascanto96,188172427.4,0.2017167382,0.01101968034,6.185254747,0.1678571429,100,0.014,0.055,rio grande do sul brasil http   t co h ZQtbKHwR,359065291.1,5.56E+16,0
17483104,17483104,Lionel_Messi,311611857.5,150971.7143,0.0002772680112,5.838432512,0.9999933763,4.524886878,0.003,0,It s all about Leo  Non official Lionel Messi Newsstream  NOT affilaite with lionel Messi  Just for Fans and real Fans,42177399.42,3.27E+17,0
14425825,14425825,jerrytrainor,330236761.4,16979.34066,0.003662826618,0.3563407039,0.9999411084,1.831501832,0.182,0.982,Soon to be rediscovered  Snapchat thejerrytrainor,1.29E+17,4.24E+17,0
80677679,80677679,nasnog,283755371.4,0.96875,0,0.5974047264,0.4920634921,5.714285714,0.08,0.48,http   t co rn  deoPKI,62252034.65,285428968.7,0
30113280,30113280,fishtale13,299380065.7,0.2572762219,0.3492016068,5.239467084,0.2046298318,5.617977528,0.794,0.967,NJEMT    NREMT Former Bond Trader NYC Sales Manager Fixed Income Specialist  For PWJC   UBS  Husband  Dad  Grand Pa  Outdoorsman and of course a fisherman,1.39E+17,2.66E+17,0
2750248354,2750248354,TWWiFi,129973083.4,1.5414274,1.286961851,2.004230362,0.6065203357,3.164556962,1.021,1.032,Tech company  connecting New Yorkers with Free  WiFi in  NYC underground  subway stations  Follow  TransitWireless for updates,1.10E+17,2.32E+17,0
30912657,30912657,Im_Just_Chloe,299061330.7,21.85538462,0.6786353807,1.659753198,0.9562466344,2.169197397,0.921,0.562,,4.76E+16,2.16E+17,0
196994616,196994616,eucopresident,252858083.8,2335.63089,0.02255178048,1.899474965,0.9995720334,2.83286119,0.689,0.529,Twitter channel of Donald Tusk  President of the European Council  Managed by the media team,9.65E+16,4.93E+17,0
257336165,257336165,JayKimLaFlare,240090262.5,0.46875,1.746423181,5.741640606,0.3191489362,6.060606061,0.037,0.678,Sorry for the get off,3.29E+17,3.17E+17,0
33946296,33946296,shannonleetweed,298378203.8,317.7155172,0.7129099823,9.711443943,0.9968624057,2.840909091,0.415,1.042,NickTSimmons  sophietsimmons  genesimmons  genesdoggeorge,7.40E+16,4.69E+17,0
36704352,36704352,LizGillies,297599294.5,6163.832272,1.192647989,3.369201536,0.9998377896,2.673796791,0.29,0.718,,7.51E+16,4.67E+17,0
71201743,71201743,imVkohli,286744150.1,514194.9615,0.05514044486,0.4775825415,0.9999980552,1.757469244,0.657,0.862,The Official twitter account of Virat Kohli  Indian cricketer  gamer  car lover  loves soccer and an enthusiast,1.79E+17,2.12E+17,0
470094658,470094658,"""MarkBoardmanArt""",211566219.9,3.439597315,0.07718434449,0.4243097033,0.7747543462,1.647446458,0.455,0.789,Freelance illustrator  heavy metal listener  Represented by  Meiklejohn,1.03E+17,2.15E+17,0
18123507,18123507,Phillyfreezer,309415124.4,38.62562814,0.1815037326,8.783942948,0.974763807,3.610108303,0.598,2.391,TeamEarly NewRothChilds RocNation,2.65E+16,4.62E+17,0
1260361130,1260361130,adropboxspace,175672754.7,0.2559943583,12.60199513,3.620313241,0.2038180797,5.847953216,0.063,0.995,Mostly re tweeting cool ML people  And neo liberalism the good kind  Canadian guy traipsing through Machine Learning like a blind clown through a mine field,2.26E+17,3.65E+17,0
259925559,259925559,DjokerNole,239605246.3,11676.39452,0.4233363065,0.9952369726,0.9999143645,1.992031873,0.908,0.782,Laugh as long as you breathe  love as long as you live,7.43E+16,4.35E+17,0
42282273,42282273,guillermomayuri,295512225.2,0.1876832845,0.01169494764,0.01695767408,0.1580246914,1.380952381,0.3103448276,0.3793103448,DirComConnected  AlwaysOn,1.08E+17,2.09E+17,0
15476570,15476570,azuzephre,322368048,128.9230769,0.03859439568,0.5955329667,0.992303138,1.692047377,0.1,0.431,,704110644.8,1.44E+17,0
55553949,55553949,LeeNguyen24,291481518.9,55.58544304,0.6743480711,1.870686012,0.9823276103,1.865671642,1.076,1.024,LAFC  USMNT  TeamAdidas  Nguyening Instagram  LeeNguyen      Twitch  LeeNguyen,1.02E+17,3.00E+17,0
46252298,46252298,Nicole_Murphy,294037675.2,225.6905371,0.02673943056,5.370511785,0.9955886999,2.506265664,0.771,0.676,BOOKING Request  jamie nicolemurphydesigns com,386116274.3,4.40E+17,0
1449904334,1449904334,ProjectSeagrass,169456412.7,0.9250140423,2.586548322,5.350529882,0.48052327,9.259259259,0.966,1.632,Charity advancing the conservation of seagrass through education  influence  research and action,3.21E+17,3.52E+17,0
68014976,68014976,_lusantiago,287729736.2,1.380952381,0.03303099681,1.602603909,0.58,10,0.049,0.26,,9.56E+16,420528508.1,0
16548023,16548023,9GAG,315827510.6,1482881.6,0.3280068914,11.51908772,0.9999993256,9.433962264,0.121,0.043,Go Fun The World  Get  GAG app  https   t co aMQ pLLhWB  Contact us   gag  gag com,794364091.7,4.46E+17,0
53386869,53386869,Xavier_Drummer,292086458.1,0.3246753247,0.0005916056538,0.06655563605,0.2450980392,2.333333333,0.04017857143,0.96875,Just trying to follow THE MASTER LEADER JESUS  it s not easy  but I know what wait for me in the end of the road and I got so thrilled for that,127848522,217489923.3,0
